image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_5_A0.jpg,181,92,271,182
user_5_A1.jpg,180,95,270,185
user_5_A2.jpg,180,97,270,187
user_5_A3.jpg,180,98,270,188
user_5_A4.jpg,179,103,269,193
user_5_A5.jpg,204,50,294,140
user_5_A6.jpg,204,50,294,140
user_5_A7.jpg,205,50,295,140
user_5_A8.jpg,209,50,299,140
user_5_A9.jpg,205,51,295,141
user_5_B0.jpg,163,47,293,177
user_5_B1.jpg,163,47,293,177
user_5_B2.jpg,163,47,293,177
user_5_B3.jpg,169,52,289,172
user_5_B4.jpg,177,58,287,168
user_5_B5.jpg,169,13,319,163
user_5_B6.jpg,169,13,319,163
user_5_B7.jpg,178,14,318,154
user_5_B8.jpg,178,14,318,154
user_5_B9.jpg,183,19,313,149
user_5_C0.jpg,195,49,305,159
user_5_C1.jpg,195,48,305,158
user_5_C2.jpg,195,48,305,158
user_5_C3.jpg,198,52,308,162
user_5_C4.jpg,202,60,302,160
user_5_C5.jpg,168,58,298,188
user_5_C6.jpg,171,52,301,182
user_5_C7.jpg,176,40,306,170
user_5_C8.jpg,176,33,306,163
user_5_C9.jpg,177,28,307,158
user_5_D0.jpg,153,48,303,198
user_5_D1.jpg,157,38,307,188
user_5_D2.jpg,159,33,309,183
user_5_D3.jpg,165,28,315,178
user_5_D4.jpg,167,26,317,176
user_5_D5.jpg,133,23,303,193
user_5_D6.jpg,131,14,301,184
user_5_D7.jpg,150,9,310,169
user_5_D8.jpg,159,4,319,164
user_5_D9.jpg,170,9,310,149
user_5_E0.jpg,161,76,271,186
user_5_E1.jpg,169,73,279,183
user_5_E2.jpg,166,67,276,177
user_5_E3.jpg,172,64,282,174
user_5_E4.jpg,182,63,292,173
user_5_E5.jpg,210,55,310,155
user_5_E6.jpg,210,55,310,155
user_5_E7.jpg,212,53,312,153
user_5_E8.jpg,212,53,312,153
user_5_E9.jpg,213,50,313,150
user_5_F0.jpg,179,32,309,162
user_5_F1.jpg,173,30,303,160
user_5_F2.jpg,184,29,314,159
user_5_F3.jpg,175,23,305,153
user_5_F4.jpg,181,30,311,160
user_5_F5.jpg,103,58,233,188
user_5_F6.jpg,108,48,238,178
user_5_F7.jpg,121,42,251,172
user_5_F8.jpg,119,30,249,160
user_5_F9.jpg,132,22,262,152
user_5_G0.jpg,177,77,297,197
user_5_G1.jpg,185,80,305,200
user_5_G2.jpg,176,68,296,188
user_5_G3.jpg,185,77,305,197
user_5_G4.jpg,178,84,298,204
user_5_G5.jpg,189,43,319,173
user_5_G6.jpg,184,42,314,172
user_5_G7.jpg,186,43,316,173
user_5_G8.jpg,174,39,304,169
user_5_G9.jpg,176,48,306,178
user_5_H0.jpg,169,90,289,210
user_5_H1.jpg,183,91,303,211
user_5_H2.jpg,179,94,299,214
user_5_H3.jpg,187,90,307,210
user_5_H4.jpg,188,85,308,205
user_5_H5.jpg,134,43,294,203
user_5_H6.jpg,145,50,285,190
user_5_H7.jpg,150,43,290,183
user_5_H8.jpg,153,37,293,177
user_5_H9.jpg,164,38,304,178
user_5_I0.jpg,167,72,277,182
user_5_I1.jpg,157,68,267,178
user_5_I2.jpg,169,65,279,175
user_5_I3.jpg,171,77,281,187
user_5_I4.jpg,171,67,281,177
user_5_I5.jpg,177,33,297,153
user_5_I6.jpg,191,26,311,146
user_5_I7.jpg,181,19,301,139
user_5_I8.jpg,194,25,314,145
user_5_I9.jpg,188,22,308,142
user_5_K0.jpg,169,30,319,180
user_5_K1.jpg,147,34,297,184
user_5_K2.jpg,164,24,314,174
user_5_K3.jpg,157,19,307,169
user_5_K4.jpg,165,19,315,169
user_5_K5.jpg,135,22,305,192
user_5_K6.jpg,145,15,315,185
user_5_K7.jpg,130,8,300,178
user_5_K8.jpg,149,9,319,179
user_5_K9.jpg,139,0,309,170
user_5_L0.jpg,159,57,319,217
user_5_L1.jpg,159,47,319,207
user_5_L2.jpg,159,36,319,196
user_5_L3.jpg,169,38,319,188
user_5_L4.jpg,189,38,319,168
user_5_L5.jpg,146,24,296,174
user_5_L6.jpg,148,21,298,171
user_5_L7.jpg,165,15,315,165
user_5_L8.jpg,157,11,307,161
user_5_L9.jpg,159,17,309,167
user_5_M0.jpg,203,61,293,151
user_5_M1.jpg,195,49,285,139
user_5_M2.jpg,202,57,292,147
user_5_M3.jpg,191,54,281,144
user_5_M4.jpg,194,51,284,141
user_5_M5.jpg,190,41,290,141
user_5_M6.jpg,186,41,286,141
user_5_M7.jpg,200,42,300,142
user_5_M8.jpg,197,32,297,132
user_5_M9.jpg,197,46,297,146
user_5_N0.jpg,198,101,308,211
user_5_N1.jpg,194,95,304,205
user_5_N2.jpg,198,102,308,212
user_5_N3.jpg,189,98,299,208
user_5_N4.jpg,201,98,311,208
user_5_N5.jpg,161,55,281,175
user_5_N6.jpg,166,52,286,172
user_5_N7.jpg,169,36,289,156
user_5_N8.jpg,162,39,282,159
user_5_N9.jpg,181,42,301,162
user_5_O0.jpg,169,85,289,205
user_5_O1.jpg,162,75,282,195
user_5_O2.jpg,173,67,283,177
user_5_O3.jpg,179,64,289,174
user_5_O4.jpg,167,55,277,165
user_5_O5.jpg,190,51,310,171
user_5_O6.jpg,186,47,306,167
user_5_O7.jpg,198,29,318,149
user_5_O8.jpg,194,35,314,155
user_5_O9.jpg,187,30,307,150
user_5_P0.jpg,152,20,272,140
user_5_P1.jpg,144,19,264,139
user_5_P2.jpg,153,25,273,145
user_5_P3.jpg,140,22,260,142
user_5_P4.jpg,145,29,265,149
user_5_P5.jpg,134,75,244,185
user_5_P6.jpg,120,67,230,177
user_5_P7.jpg,126,71,236,181
user_5_P8.jpg,118,68,228,178
user_5_P9.jpg,115,77,225,187
user_5_Q0.jpg,146,43,266,163
user_5_Q1.jpg,139,38,259,158
user_5_Q2.jpg,153,38,263,148
user_5_Q3.jpg,141,32,251,142
user_5_Q4.jpg,149,34,259,144
user_5_Q5.jpg,178,55,288,165
user_5_Q6.jpg,169,47,279,157
user_5_Q7.jpg,179,61,289,171
user_5_Q8.jpg,172,53,282,163
user_5_Q9.jpg,173,63,283,173
user_5_R0.jpg,155,39,305,189
user_5_R1.jpg,142,33,292,183
user_5_R2.jpg,159,36,309,186
user_5_R3.jpg,149,28,299,178
user_5_R4.jpg,164,30,314,180
user_5_R5.jpg,189,33,319,163
user_5_R6.jpg,189,28,319,158
user_5_R7.jpg,183,32,313,162
user_5_R8.jpg,189,34,319,164
user_5_R9.jpg,180,28,310,158
user_5_S0.jpg,189,52,289,152
user_5_S1.jpg,180,52,280,152
user_5_S2.jpg,195,55,295,155
user_5_S3.jpg,187,55,287,155
user_5_S4.jpg,195,57,295,157
user_5_S5.jpg,205,41,305,141
user_5_S6.jpg,200,38,300,138
user_5_S7.jpg,216,35,316,135
user_5_S8.jpg,206,32,306,132
user_5_S9.jpg,214,33,314,133
user_5_T0.jpg,195,27,305,137
user_5_T1.jpg,178,19,288,129
user_5_T2.jpg,191,19,301,129
user_5_T3.jpg,178,17,288,127
user_5_T4.jpg,180,20,290,130
user_5_T5.jpg,199,41,319,161
user_5_T6.jpg,194,35,314,155
user_5_T7.jpg,202,41,312,151
user_5_T8.jpg,206,34,316,144
user_5_T9.jpg,204,43,314,153
user_5_U0.jpg,170,40,310,180
user_5_U1.jpg,152,34,292,174
user_5_U2.jpg,168,31,308,171
user_5_U3.jpg,161,28,301,168
user_5_U4.jpg,169,37,309,177
user_5_U5.jpg,177,21,317,161
user_5_U6.jpg,172,14,312,154
user_5_U7.jpg,183,17,313,147
user_5_U8.jpg,179,23,309,153
user_5_U9.jpg,180,19,310,149
user_5_V0.jpg,169,49,309,189
user_5_V1.jpg,158,52,298,192
user_5_V2.jpg,175,53,315,193
user_5_V3.jpg,161,47,301,187
user_5_V4.jpg,165,44,305,184
user_5_V5.jpg,177,29,317,169
user_5_V6.jpg,179,30,319,170
user_5_V7.jpg,179,34,319,174
user_5_V8.jpg,189,33,319,163
user_5_V9.jpg,189,36,319,166
user_5_W0.jpg,181,66,311,196
user_5_W1.jpg,170,51,300,181
user_5_W2.jpg,175,69,305,199
user_5_W3.jpg,166,58,296,188
user_5_W4.jpg,178,56,308,186
user_5_W5.jpg,177,25,317,165
user_5_W6.jpg,169,25,319,175
user_5_W7.jpg,152,22,302,172
user_5_W8.jpg,169,27,319,177
user_5_W9.jpg,162,24,312,174
user_5_X0.jpg,189,81,309,201
user_5_X1.jpg,190,72,310,192
user_5_X2.jpg,179,78,299,198
user_5_X3.jpg,192,72,312,192
user_5_X4.jpg,169,79,289,199
user_5_X5.jpg,186,72,316,202
user_5_X6.jpg,170,59,300,189
user_5_X7.jpg,186,50,316,180
user_5_X8.jpg,193,44,313,164
user_5_X9.jpg,182,40,302,160
user_5_Y0.jpg,168,56,298,186
user_5_Y1.jpg,147,56,277,186
user_5_Y2.jpg,168,58,298,188
user_5_Y3.jpg,153,54,283,184
user_5_Y4.jpg,167,61,297,191
user_5_Y5.jpg,189,32,319,162
user_5_Y6.jpg,173,31,303,161
user_5_Y7.jpg,189,25,319,155
user_5_Y8.jpg,179,18,309,148
user_5_Y9.jpg,189,20,319,150
